GDP_per_Capita,Social_Support,Healthy_Life_Expectancy,Freedom,Generosity,Corruption_Perception,Unemployment_Rate,Education_Index,Population,Urbanization_Rate,Life_Satisfaction,Public_Trust,Mental_Health_Index,Income_Inequality,Public_Health_Expenditure,Climate_Index,Work_Life_Balance,Internet_Access,Crime_Rate,Political_Stability,Employment_Rate
32690.12,0.52,82.55,0.19,0.38,0.1,15.31,0.84,180006570,82.19,5.66,0.64,99.82,37.9,2.72,53.84,4.66,68.92,56.58,0.67,65.46
11682.71,0.62,51.47,0.95,0.15,0.48,10.56,0.75,423029678,81.94,5.97,0.3,75.45,36.76,2.16,43.69,6.1,87.83,73.81,0.79,97.29
18713.4,0.93,65.02,0.5,-0.05,0.55,13.05,0.8,305168553,67.92,6.18,0.76,88.75,22.85,8.84,66.18,4.85,47.11,35.8,0.6,51.65
30746.43,0.22,60.72,0.39,-0.16,0.28,6.32,0.52,1138109777,76.66,6.54,0.02,91.9,22.64,3.1,50.02,7.96,44.57,32.45,0.1,59.75
33068.53,0.66,62.52,0.07,-0.19,0.97,4.54,0.74,1137030752,68.7,5.61,0.07,85.64,32.92,8.46,50.27,6.5,92.19,59.33,0.98,70.9
15968.11,0.22,54.15,0.85,-0.04,0.05,2.68,0.62,1148954429,60.6,5.7,0.52,41.61,35.13,9.25,51.42,3.58,78.76,27.3,0.51,93.06
22971.64,0.83,58.97,0.29,0.14,0.01,11.07,0.94,738540442,37.45,7.5,0.55,77.32,49.38,6.97,56.81,6.28,44.24,17.94,0.92,50.11
59171.66,0.19,69.77,0.73,-0.08,0.3,7.51,0.59,910734409,71.43,4.19,0.57,41.39,52.45,4.71,31.13,7.36,76.23,44.55,0.53,71.2
36363.37,0.14,73.58,0.91,-0.07,0.3,5.78,0.94,415619515,36.13,5.24,0.24,69.88,52.92,6.49,80.31,3.73,80.28,43.64,0.92,79.45
47878.59,0.64,77.96,0.02,0.35,0.79,2.93,0.53,1427728612,67.16,7.01,0.83,94.03,24.2,9.38,52.5,5.42,69.69,53.31,0.58,72.76
39604.07,0.0,75.55,0.69,0.32,0.03,18.5,0.65,847525606,63.54,7.08,0.44,55.69,41.06,4.88,32.05,8.8,90.8,65.15,0.97,66.73
38034.32,0.09,73.88,0.51,0.11,0.02,16.72,0.6,384361759,43.08,7.01,0.57,74.45,27.24,3.64,93.98,8.18,56.46,20.91,0.95,85.33
29945.97,0.03,83.13,0.62,-0.04,0.03,6.59,0.57,211666298,46.57,7.69,0.56,94.57,22.15,5.25,56.29,6.96,87.25,69.7,0.73,88.92
56886.39,0.74,64.0,0.57,0.41,0.06,2.06,0.53,1201823815,39.21,5.53,0.28,61.39,52.36,7.28,40.24,7.61,73.18,65.42,0.46,71.25
34067.94,0.96,62.31,0.91,0.46,0.61,5.55,0.88,706758113,71.87,6.18,0.05,57.76,45.87,3.0,79.93,3.47,66.84,43.03,0.17,80.04
4147.07,0.41,81.18,0.71,0.09,0.48,9.58,0.6,130974144,57.06,8.71,0.35,94.63,33.59,8.57,67.53,8.45,88.24,64.65,0.69,61.38
15711.79,0.31,68.28,0.28,0.08,0.59,6.84,0.78,1379298621,30.2,4.55,0.47,84.29,42.76,4.3,44.6,8.51,41.67,10.31,0.39,56.56
23798.52,0.45,64.29,0.51,0.08,0.06,3.1,0.51,300510800,57.09,7.28,0.97,63.88,59.95,8.15,41.33,6.25,60.61,19.03,0.04,92.02
8607.3,0.27,70.14,0.97,0.22,1.0,4.13,0.73,1098659218,80.63,5.76,0.15,90.98,25.54,7.12,44.66,5.05,40.87,68.18,0.95,57.82
6309.15,0.71,73.4,0.69,-0.02,0.9,19.01,0.87,877533933,32.15,7.86,0.08,86.74,28.37,6.16,30.01,7.93,50.87,13.7,0.91,73.64
50116.88,0.43,63.73,0.19,0.36,0.49,18.36,0.84,989530063,63.42,7.7,0.99,42.39,25.79,7.08,99.29,8.34,40.17,45.2,0.72,51.54
19601.55,0.87,57.35,0.65,0.44,0.45,10.11,0.74,1184644791,83.69,7.55,0.63,71.28,52.23,5.76,96.63,5.31,77.8,40.38,0.4,97.97
40053.15,0.75,52.2,0.44,0.44,0.34,12.6,0.86,339829217,76.56,4.82,0.8,68.69,22.22,6.26,93.26,4.41,58.32,45.07,0.24,64.72
52964.17,0.16,52.26,0.47,0.27,0.22,18.77,0.93,1160424943,70.32,7.65,0.06,71.5,48.96,3.18,89.09,4.12,56.7,30.83,0.52,96.77
18169.2,0.6,66.92,0.48,-0.05,0.96,7.06,0.78,419690396,34.61,7.38,0.61,46.13,52.39,9.24,69.81,7.11,48.61,69.7,0.91,79.81
9034.27,0.07,55.92,0.67,0.23,0.37,13.03,0.71,340636129,66.01,8.14,0.43,51.33,52.35,4.61,39.51,5.49,69.08,65.49,0.12,88.29
44511.88,0.72,67.1,0.32,0.34,0.86,11.56,0.88,1419699579,65.73,5.19,0.45,82.48,30.79,5.69,41.56,3.9,67.0,68.94,0.14,81.96
56832.23,0.4,56.99,0.36,0.04,0.14,6.63,0.57,261496177,67.77,6.34,0.77,93.64,48.64,3.34,47.86,6.02,57.08,26.08,0.34,63.08
58202.06,0.04,56.53,0.55,0.38,0.22,3.72,0.93,1353193158,50.06,7.38,0.09,41.67,40.06,3.48,67.91,7.22,55.98,71.46,0.79,95.53
31956.62,0.12,75.43,0.06,-0.19,0.44,5.36,0.72,871328042,78.81,6.13,0.33,47.78,47.47,9.78,85.76,7.49,47.56,23.08,0.88,51.87
56478.65,0.5,82.63,0.76,0.16,0.23,17.99,0.97,744958764,34.5,8.08,0.88,86.95,52.78,2.82,67.9,5.79,68.46,59.88,0.97,69.48
6349.06,0.42,78.43,0.85,-0.01,0.84,4.61,0.65,272720685,68.66,4.81,0.39,63.07,56.58,3.8,58.49,7.54,57.83,53.09,0.01,53.33
25918.76,0.41,69.08,0.09,0.07,0.45,19.53,0.8,262174343,81.92,8.51,0.85,59.26,39.47,5.57,36.48,8.28,88.57,20.91,0.44,60.71
9146.94,0.78,78.94,0.52,0.05,0.91,19.56,0.86,509579338,34.29,5.72,0.29,66.26,39.39,8.06,65.15,5.1,60.39,24.21,0.71,96.8
47164.06,0.04,70.9,0.23,0.29,0.22,17.77,0.93,1265581319,56.91,7.91,0.8,87.86,53.72,8.18,53.56,7.99,40.59,75.56,0.54,63.22
37289.33,0.66,63.24,0.14,-0.15,0.39,4.2,0.67,441896195,35.28,4.46,0.1,69.4,22.14,3.22,88.94,5.77,44.4,76.86,0.98,67.97
16274.44,0.06,61.52,1.0,-0.18,0.46,10.02,0.78,1141053132,75.09,6.73,1.0,74.03,29.1,7.58,70.23,8.27,54.56,62.08,0.34,77.53
55646.63,0.8,74.22,0.05,0.33,0.53,17.88,0.6,759691705,68.95,5.28,0.04,60.26,59.21,9.38,33.62,6.76,81.74,37.04,0.94,63.66
6000.81,0.63,68.86,0.39,0.39,0.09,6.6,0.81,823756481,67.48,7.96,0.19,79.97,46.83,9.35,59.01,7.15,44.38,39.87,0.41,76.38
26285.27,0.43,82.27,0.02,0.33,0.15,12.21,0.7,1308183345,37.9,8.41,0.28,43.96,57.68,3.48,95.43,6.46,91.24,59.28,0.39,97.15
43235.15,0.37,84.1,0.15,0.17,0.29,17.75,0.81,1033325826,85.87,7.67,0.41,68.0,41.4,2.46,96.94,7.69,72.2,21.14,0.28,63.89
49844.35,0.45,73.01,0.15,0.13,0.02,7.65,0.68,1261300002,76.61,7.98,0.49,56.77,47.46,7.42,53.63,6.65,82.33,34.23,0.1,89.4
15363.79,0.12,84.32,0.84,-0.1,0.14,6.16,1.0,437563297,75.16,6.88,0.96,66.11,42.03,3.36,65.56,6.21,55.05,79.05,0.57,74.62
47832.24,0.02,55.88,0.12,0.24,0.08,2.65,0.71,719829778,49.5,7.92,0.58,65.8,28.57,4.41,56.68,8.21,48.4,20.84,0.05,96.94
39010.24,0.16,57.42,0.83,0.24,0.07,17.36,0.9,170170094,53.63,8.26,0.29,56.63,35.24,8.43,60.86,7.5,81.89,68.62,0.91,74.8
30232.09,0.32,75.35,0.39,0.24,0.65,18.95,0.64,911051150,83.91,7.19,0.23,46.4,33.23,7.33,45.27,6.49,94.37,46.94,0.86,51.85
50101.32,0.68,68.76,0.24,0.33,0.87,2.25,0.55,62088613,68.59,7.57,0.55,61.05,31.76,6.62,46.47,7.59,62.45,76.35,0.55,78.1
53595.85,0.38,64.42,0.05,0.03,0.11,19.99,0.78,605342130,78.59,8.68,0.81,48.26,32.31,8.47,80.34,6.06,84.72,35.6,0.21,97.36
3385.89,0.56,80.38,0.47,0.36,0.04,8.85,0.63,989133338,69.9,8.29,0.51,99.98,50.68,4.31,88.72,6.49,91.29,32.55,0.24,72.56
10538.67,0.72,60.24,0.75,0.37,0.19,17.52,0.69,1491508056,48.9,8.5,0.51,79.94,45.22,2.79,75.73,5.07,63.63,19.23,0.02,68.33
6516.05,0.62,77.0,0.98,0.39,0.52,17.56,0.85,496117419,89.77,6.02,0.04,72.96,40.0,5.08,65.88,4.78,56.07,31.84,0.11,59.61
14618.25,0.46,77.88,0.21,-0.04,0.68,5.74,0.65,722968505,47.8,5.86,0.76,50.72,58.0,5.57,73.14,3.45,90.17,26.13,0.66,66.53
46235.99,0.73,69.69,0.67,-0.13,0.08,14.36,0.85,830925685,40.29,4.39,0.85,78.42,44.71,2.61,56.95,6.96,61.28,68.95,0.52,86.54
26687.97,0.31,80.87,0.35,0.35,0.46,2.65,0.56,1355219926,71.58,4.28,0.64,88.47,23.89,9.16,35.52,3.96,85.57,21.6,0.99,59.78
18479.09,0.86,67.99,0.97,0.3,0.14,17.23,0.9,301686931,58.77,8.79,0.35,70.03,41.71,8.8,45.99,3.49,45.44,25.33,0.28,81.19
53699.19,0.95,69.59,0.94,-0.18,0.27,4.39,0.9,599441470,47.38,5.29,0.04,66.97,51.54,3.22,46.25,6.18,61.59,72.05,0.15,54.12
9568.74,0.93,56.1,0.6,0.07,0.85,17.12,0.8,1211231952,39.94,8.02,0.9,81.45,23.49,4.08,89.07,8.41,60.2,48.34,0.19,75.58
44149.36,0.67,53.79,0.45,0.38,0.62,4.55,0.88,1081579712,62.92,7.71,0.07,91.71,44.49,9.86,79.41,6.0,45.0,72.07,0.3,81.56
20244.92,0.79,67.92,0.06,0.42,0.54,3.97,0.79,1051997542,71.48,7.75,0.7,94.53,22.22,6.21,40.52,4.66,94.28,48.86,0.9,62.21
13184.28,0.27,50.73,0.63,0.12,0.02,6.9,0.73,1226675844,37.28,8.44,0.47,54.67,55.84,3.1,99.38,4.4,62.14,68.75,0.89,58.3
3315.37,0.85,51.59,0.39,0.46,0.09,19.7,0.55,123200814,69.85,8.42,0.4,45.46,40.32,5.79,57.13,4.66,71.12,78.54,0.84,97.49
8156.98,0.23,83.06,0.55,-0.03,0.54,9.65,0.83,1153906674,63.17,8.33,0.7,51.66,26.59,9.87,39.06,6.8,91.12,40.43,0.37,80.8
59296.01,0.7,68.59,0.51,-0.15,0.38,8.16,0.93,1363771387,47.5,8.79,0.34,79.74,57.22,6.93,83.05,6.34,69.0,34.76,0.95,61.44
4607.62,0.67,56.47,0.79,-0.07,0.87,4.52,0.93,1347742779,51.31,4.83,0.34,90.31,43.19,3.6,51.85,7.6,93.46,43.24,0.07,73.64
11950.64,0.03,58.65,0.31,0.37,0.82,16.97,0.74,124316759,68.38,6.44,0.04,55.16,32.22,9.77,55.33,8.57,71.72,18.7,0.04,84.98
47616.46,0.63,77.28,0.5,-0.07,0.34,5.21,0.7,1411221478,44.35,4.12,0.48,54.9,48.51,7.59,47.74,5.09,86.18,50.15,0.07,95.81
55140.36,0.31,50.0,0.89,-0.12,0.42,12.57,0.78,1020277101,48.82,8.99,0.02,91.89,36.07,7.15,84.67,8.39,94.7,22.74,0.44,84.27
37193.99,0.62,65.41,0.56,0.47,0.01,13.37,0.75,531807410,32.95,7.65,0.69,55.49,47.85,8.01,91.1,7.09,62.48,29.87,0.79,53.78
17129.65,0.25,52.63,0.84,-0.16,0.18,13.3,0.56,437977493,60.02,5.08,0.99,60.38,59.94,4.25,80.59,7.86,86.52,28.25,0.4,75.67
45137.27,0.54,57.46,0.65,0.19,0.24,18.19,0.54,876129197,89.66,6.51,0.46,63.44,32.34,3.7,36.0,8.66,67.42,50.95,0.35,92.4
44313.35,0.87,66.09,0.4,0.25,0.58,17.58,0.75,992530156,73.1,7.11,0.52,83.08,29.2,4.73,71.61,3.19,59.06,52.39,0.54,93.75
13476.75,0.57,58.66,0.26,0.46,0.34,17.14,0.89,1127636331,52.15,4.02,0.37,64.99,39.17,9.47,80.31,7.67,71.11,69.19,0.14,82.41
7552.09,0.4,82.65,0.75,0.39,0.05,9.48,0.68,1491770392,48.75,7.05,0.01,71.4,32.78,7.78,71.41,8.76,51.24,34.44,0.81,76.28
14476.69,0.42,60.95,0.78,0.25,0.23,8.04,0.77,541915615,34.03,7.25,0.32,78.96,56.81,8.72,60.52,5.51,81.09,17.21,0.5,63.08
5642.34,0.03,72.42,0.36,0.06,0.68,4.86,0.77,731122308,83.53,7.72,0.4,59.12,36.88,7.35,52.82,5.76,88.82,39.56,0.41,61.04
14353.52,0.67,55.15,0.63,-0.14,0.78,5.86,0.88,690221334,37.66,4.4,0.72,41.46,25.22,6.34,99.26,4.34,43.41,13.53,0.82,55.84
6880.01,0.71,83.89,0.89,-0.08,0.88,16.66,0.71,665785780,87.42,7.23,0.83,76.58,24.52,9.84,57.73,4.04,84.39,39.99,0.22,52.89
3361.16,0.85,63.86,0.45,0.41,0.76,8.59,0.72,1490260850,87.55,7.02,0.77,71.05,52.39,3.07,67.86,5.45,68.86,28.64,0.31,59.05
45474.41,0.06,69.48,0.71,0.43,0.51,10.63,0.89,1030638361,35.51,5.67,0.34,61.97,55.18,6.39,73.44,5.21,92.1,75.62,0.69,73.95
10090.47,0.44,77.01,0.99,0.27,0.51,11.23,0.9,2527220,60.61,4.13,0.5,77.61,50.58,5.19,30.54,6.41,71.62,14.29,0.61,57.26
49072.73,0.14,55.12,0.29,0.32,0.67,7.32,0.69,126826955,35.54,5.57,0.81,46.91,53.6,8.48,79.95,5.69,64.85,33.92,0.51,74.23
55817.86,0.44,75.12,0.22,-0.15,0.08,9.81,0.77,1433882208,79.03,4.63,0.37,52.91,33.18,4.66,88.88,8.05,76.74,73.14,0.35,60.3
26296.33,0.47,83.64,0.61,0.08,0.56,16.54,0.63,68421168,67.23,7.38,0.26,51.55,33.03,9.74,66.56,8.22,40.52,39.23,0.35,64.61
34612.76,0.79,84.47,0.96,0.05,0.02,16.2,0.76,233793866,80.38,6.18,0.8,63.9,30.52,9.37,93.82,6.98,82.31,47.41,0.08,91.38
33407.23,0.24,61.55,0.78,0.37,0.92,5.19,0.66,114106668,62.77,7.67,0.35,48.88,22.71,5.08,42.29,6.38,93.96,34.82,0.06,95.39
13616.49,0.45,72.82,0.8,0.39,0.12,7.26,0.99,330918650,63.93,7.67,0.56,43.39,30.51,7.75,32.36,7.35,82.07,35.55,0.63,76.99
33580.69,0.64,83.8,0.49,0.41,0.12,16.84,0.59,5964748,42.9,8.96,0.64,78.43,25.1,7.06,65.5,5.23,69.06,23.35,0.62,95.92
43753.25,0.39,55.22,0.07,0.46,0.86,12.75,1.0,711590034,58.13,5.38,0.3,76.41,32.37,5.52,60.62,5.24,49.71,14.11,0.59,74.73
6062.84,0.73,76.1,0.11,0.36,0.01,11.99,0.97,1137087151,76.9,7.15,0.68,91.09,36.64,5.63,68.45,5.69,59.09,11.14,0.84,92.53
27105.78,0.37,64.95,0.79,-0.1,0.59,7.31,0.8,1215208274,30.84,8.38,0.59,72.1,33.27,2.34,80.5,3.13,60.05,21.35,1.0,96.3
42464.19,0.27,53.65,0.73,0.09,0.04,12.25,0.65,683262011,30.27,5.67,0.93,80.31,32.02,7.61,99.46,3.87,93.51,37.55,0.38,95.65
3049.79,0.36,76.22,0.3,0.29,0.76,2.47,0.79,146223809,31.99,7.22,0.41,80.19,36.97,3.12,35.56,4.13,91.95,54.1,0.07,96.07
37281.12,0.15,75.83,0.2,-0.05,0.39,19.42,0.69,420108311,79.34,7.34,0.61,58.73,52.8,9.48,49.47,7.09,73.93,21.55,0.09,65.02
54172.22,0.91,62.04,0.23,0.47,0.2,16.38,0.99,198983008,84.15,8.41,0.49,71.07,58.6,2.21,92.75,5.26,54.8,20.91,0.32,66.44
26313.83,0.6,71.61,0.5,-0.12,0.5,16.24,0.91,413297788,47.78,7.23,0.13,86.26,29.87,5.2,77.31,5.52,85.41,12.72,0.93,56.01
28744.69,0.16,71.24,0.19,0.28,0.18,3.1,0.7,314861964,38.95,8.72,0.2,49.42,28.11,8.34,51.55,6.08,51.52,35.39,0.47,75.99
25405.04,0.34,75.23,0.71,0.25,0.66,11.87,0.96,1353795935,70.32,7.04,0.53,49.27,46.72,7.01,60.17,8.97,45.86,27.43,0.56,68.4
34135.35,0.68,71.74,0.24,0.1,0.28,11.58,0.67,171701361,31.09,5.63,0.82,90.58,46.94,7.22,80.25,3.95,62.36,72.75,0.78,93.01
20459.13,0.53,76.8,0.31,0.13,0.41,12.54,0.55,926181158,71.25,5.11,0.16,44.1,36.4,6.68,41.04,5.04,86.91,24.39,0.49,83.18
38012.14,0.91,74.24,0.48,0.23,0.71,5.3,0.58,53702779,59.71,6.7,0.36,59.13,25.23,4.84,95.51,6.89,64.67,74.21,0.11,64.86
13623.74,0.71,71.27,0.81,0.48,0.42,6.88,0.99,993238902,89.55,8.19,0.91,46.63,20.13,3.29,84.78,4.89,46.87,54.32,0.24,63.11
13976.12,0.61,59.65,0.26,0.26,0.46,13.39,0.89,1031804869,70.07,5.68,0.11,92.4,21.69,2.8,51.5,8.57,71.11,51.34,0.25,67.18
51918.59,0.91,73.18,0.94,0.0,0.02,11.91,0.96,1019763420,48.32,6.03,0.05,54.33,53.12,7.41,40.69,8.1,76.5,71.84,0.69,90.16
10053.95,0.07,84.49,0.16,0.07,0.01,6.76,0.72,566236144,37.31,8.5,0.73,53.8,22.46,3.43,73.02,4.49,73.54,44.09,0.82,71.02
46054.28,0.37,77.51,0.4,-0.19,0.42,5.38,0.61,1431603321,47.41,6.4,0.4,95.81,42.92,9.81,56.51,3.78,82.86,40.0,0.66,68.49
51419.34,0.61,73.29,0.9,0.09,0.58,16.23,0.96,857015759,46.51,6.47,0.81,91.89,36.16,8.62,64.09,8.85,57.74,14.7,0.14,71.27
29822.58,0.7,83.15,0.7,-0.03,0.56,12.96,0.98,601293922,61.02,5.38,0.18,43.25,49.55,6.34,50.15,4.58,89.54,19.58,0.79,58.39
32702.75,0.11,67.79,0.21,0.18,0.3,13.5,0.62,229297891,66.91,8.46,0.35,88.24,33.28,9.6,84.24,3.15,80.42,23.72,0.79,90.15
8932.97,0.38,66.87,0.77,0.19,0.82,6.6,0.75,706580625,63.17,8.69,0.73,40.13,29.69,8.52,58.2,7.07,66.14,75.46,0.3,86.77
23592.07,0.66,52.84,0.8,0.04,0.22,4.69,0.57,278392280,51.13,8.39,0.96,54.15,27.65,6.86,66.57,7.03,85.85,63.63,0.26,94.53
19331.51,0.98,57.96,0.93,0.4,0.25,6.01,0.82,775752080,76.28,7.64,0.26,44.69,42.72,8.27,63.97,3.45,46.85,72.22,0.18,77.75
57143.24,0.01,61.81,0.14,-0.11,0.24,6.79,0.99,158072575,56.51,5.67,0.78,67.17,32.79,9.26,80.35,8.63,53.62,36.59,0.03,83.95
46126.03,0.99,76.36,0.09,0.24,0.9,19.5,0.82,94323633,80.07,6.09,0.96,65.19,32.8,4.98,42.38,5.73,44.03,52.07,0.28,64.07
47742.79,0.33,66.77,0.6,-0.0,0.14,9.19,0.55,1360015164,42.94,5.75,0.83,58.81,33.82,5.03,76.28,6.78,61.33,36.61,0.39,86.32
18962.16,0.64,54.36,0.81,0.15,0.17,9.46,0.54,1029863637,30.7,7.09,0.98,79.62,28.81,2.67,45.03,7.23,88.28,46.9,0.47,81.79
49210.51,0.83,53.76,0.22,0.4,0.32,12.16,0.64,1223888909,87.77,7.99,0.32,80.7,23.28,7.5,83.99,7.08,92.26,26.79,0.44,54.12
7772.39,0.11,77.0,0.73,0.02,0.6,3.21,0.56,805695877,83.23,7.46,0.25,49.01,56.58,5.18,79.87,8.49,49.76,25.42,0.03,82.26
20718.7,0.71,82.15,0.33,0.0,0.8,5.31,0.6,789676580,47.63,7.33,0.66,71.57,49.52,3.56,45.15,4.95,56.24,65.59,0.52,89.64
22871.93,0.64,76.02,0.92,0.11,0.64,19.35,0.69,997675383,74.61,5.85,0.1,53.79,30.01,2.58,99.74,5.39,53.83,72.47,0.44,63.12
3820.85,0.94,78.22,0.91,0.03,0.07,9.85,0.63,389500707,89.46,4.34,0.95,48.01,32.43,2.44,96.4,8.87,68.68,25.29,0.76,78.96
13670.8,0.91,61.4,0.89,0.11,0.89,13.38,0.9,578624211,33.13,4.83,0.6,51.6,30.26,2.53,41.04,5.6,69.46,73.77,0.12,93.05
37772.19,0.09,82.63,0.98,0.15,0.88,10.99,0.58,294915655,53.66,6.43,0.01,83.93,38.88,2.02,60.42,8.7,42.7,19.25,0.03,86.39
38148.83,0.49,50.12,0.75,0.06,0.18,6.56,0.83,410375300,45.09,6.98,0.39,66.9,54.52,5.46,41.21,6.16,82.44,28.36,0.93,55.0
24313.8,0.86,71.98,0.6,0.36,0.6,4.33,0.55,950485122,56.01,4.67,0.81,65.63,43.27,7.01,90.39,5.46,84.19,77.11,0.14,92.05
3299.37,0.45,69.17,0.08,0.08,0.48,4.88,0.51,204561340,77.69,6.58,0.42,66.41,37.37,5.73,61.21,7.68,52.72,74.65,0.91,53.02
10678.36,0.02,66.7,0.54,0.35,0.13,15.47,0.75,1401260601,37.62,7.16,0.29,54.97,36.9,6.79,78.79,6.27,43.39,37.16,0.61,60.81
1745.91,0.45,79.49,0.3,0.08,0.32,11.97,0.54,1020990670,41.76,7.01,0.91,87.19,24.44,9.8,83.83,8.34,66.38,42.75,0.66,60.42
11023.31,0.39,72.56,0.57,-0.07,0.05,19.88,0.82,1224433351,82.81,5.14,0.92,100.0,41.5,8.56,75.93,3.0,40.23,40.07,0.79,70.34
16162.17,0.63,63.81,0.86,0.05,0.61,16.02,0.92,495913206,52.74,5.89,0.96,66.68,33.68,8.38,74.42,5.26,54.91,14.68,0.63,51.48
35389.29,1.0,70.79,0.51,0.33,0.58,6.18,0.97,792628962,76.68,4.2,0.06,58.56,56.06,4.45,76.44,5.72,42.48,41.45,0.84,64.58
2264.95,0.29,53.07,0.57,0.36,0.46,13.89,0.53,432566506,55.8,5.68,0.54,88.11,36.11,4.62,77.32,5.79,71.46,12.83,0.53,64.51
41670.99,0.55,79.41,0.9,-0.03,0.26,13.54,0.89,532347269,66.42,6.52,0.38,84.45,35.27,6.33,95.48,7.98,43.63,45.22,0.28,59.14
50551.71,0.69,52.07,0.29,0.18,0.55,3.99,0.83,1483676405,31.07,7.8,0.61,48.67,59.69,6.18,56.72,5.44,55.02,60.9,0.19,60.28
49927.91,0.94,50.53,0.66,0.1,0.45,2.72,0.98,594663647,65.75,6.11,0.67,98.58,29.89,7.63,44.2,4.85,72.92,11.73,0.06,70.6
16484.92,0.99,69.54,0.35,-0.07,0.58,2.05,0.61,1483834261,87.01,6.88,0.13,45.98,31.67,9.73,32.32,8.51,65.21,78.56,0.08,76.12
47786.63,0.13,70.06,0.75,-0.11,0.46,13.57,0.89,243373818,53.35,6.02,0.41,61.59,32.08,2.23,75.6,3.76,65.65,14.07,0.05,69.88
21971.52,0.25,67.91,0.71,0.13,0.58,12.64,0.89,239655303,49.57,7.65,1.0,78.7,27.69,4.17,58.08,6.35,53.42,77.84,0.87,68.05
40845.92,0.02,57.8,0.44,0.32,0.21,12.87,0.61,200220572,55.47,4.68,0.76,84.04,27.57,7.84,33.87,3.2,92.54,17.95,0.63,54.86
19360.35,0.99,63.02,0.96,0.16,0.41,17.25,1.0,1236246888,35.81,8.03,0.53,81.24,51.78,4.49,74.31,4.68,76.91,39.14,0.36,85.65
30215.12,0.36,78.45,0.94,-0.12,0.38,11.93,0.69,61716028,57.2,4.63,0.75,68.24,45.64,6.63,82.1,3.18,57.22,24.7,0.49,88.9
56534.28,0.93,72.47,0.43,0.49,0.45,12.16,0.88,714289471,87.26,8.96,0.54,57.21,40.97,8.09,41.56,5.3,53.44,38.27,0.3,88.93
25744.0,0.38,84.75,0.7,0.39,0.75,14.65,0.94,663774403,30.03,6.58,0.75,56.67,24.8,4.15,84.07,6.22,41.76,19.26,0.06,96.53
34740.31,0.53,79.77,0.45,0.15,0.99,19.46,0.62,350439309,79.62,8.6,0.07,46.24,43.16,5.54,73.11,7.71,61.58,56.65,0.93,64.65
24612.93,0.49,61.47,0.38,0.11,0.11,6.53,0.56,498186133,47.38,6.91,0.33,68.71,24.29,6.39,83.4,5.58,43.25,11.48,1.0,80.53
32071.89,0.43,84.83,0.61,0.32,0.23,11.67,0.96,170742465,36.7,6.04,0.31,40.09,35.87,7.03,58.44,6.66,74.56,37.45,0.56,92.98
58966.48,0.37,74.94,0.13,-0.12,0.31,5.1,0.96,1343729398,51.04,7.28,0.53,53.02,54.81,8.44,75.44,5.65,65.87,31.16,0.77,96.48
39466.45,0.47,66.7,0.49,0.48,0.76,8.68,0.62,1487172569,33.9,8.92,0.93,82.22,55.54,9.48,78.77,6.42,40.84,54.26,0.43,95.31
42597.04,0.02,65.08,0.88,0.41,0.78,3.85,0.63,1055640976,75.97,8.34,0.08,79.72,48.12,2.52,58.1,4.53,87.37,72.87,0.93,95.72
46925.34,0.5,63.57,0.69,0.04,0.88,3.93,0.53,684546817,88.24,4.28,0.26,76.4,21.62,7.56,70.69,6.38,75.79,55.41,0.2,78.47
24281.69,0.03,71.71,0.26,0.21,0.46,10.51,0.98,751615262,56.12,5.62,0.66,93.86,42.22,5.34,39.65,4.17,87.99,62.87,0.08,69.78
31572.91,0.85,72.09,0.72,-0.15,0.14,14.72,0.88,514481378,82.04,6.67,0.57,94.18,24.7,9.77,86.11,4.29,41.7,73.76,0.43,70.8
40016.93,0.09,53.58,0.28,0.48,0.79,3.92,0.92,467539174,87.66,7.56,0.15,60.61,35.21,2.85,46.27,5.44,55.4,12.13,0.81,55.84
51683.73,0.39,74.3,0.68,0.19,0.55,13.15,0.5,918709575,69.0,8.11,0.5,72.68,23.55,3.79,85.16,3.84,65.5,32.78,0.45,57.16
52600.01,0.9,81.9,0.16,0.15,0.62,15.96,0.61,66737719,68.01,7.15,0.63,75.06,24.82,7.76,57.46,3.27,49.01,26.24,0.47,92.38
26335.71,0.24,71.91,0.0,0.16,0.26,15.85,0.78,1110458419,32.16,8.76,0.69,73.63,27.69,6.64,37.3,3.07,55.97,28.06,0.26,54.74
22262.31,0.35,80.51,0.49,0.01,0.67,11.65,0.99,1176678108,83.09,7.86,0.89,87.83,24.64,7.09,98.13,6.02,73.43,57.44,0.8,83.0
31082.57,0.76,83.8,0.95,0.03,0.21,15.13,0.77,470920328,75.39,4.82,0.76,70.89,52.18,2.97,96.11,5.51,52.26,49.81,0.3,50.11
32489.52,0.16,72.18,0.27,0.23,0.72,15.66,0.95,214263156,75.27,7.13,0.55,42.33,58.02,6.76,75.74,7.11,62.98,53.89,0.74,82.26
51401.79,0.11,82.3,0.61,0.19,0.11,7.11,0.94,1218624044,70.29,7.41,0.79,58.69,21.72,5.26,55.16,8.69,89.89,59.25,0.33,62.07
59111.33,0.67,65.87,0.22,0.38,0.93,12.06,0.98,543483762,83.57,7.84,0.73,57.25,47.85,8.04,82.66,5.83,80.2,69.37,0.89,87.05
28646.21,0.75,69.03,0.4,-0.18,0.85,11.71,0.53,1191791827,85.06,8.55,0.83,77.48,55.78,4.2,74.97,6.01,90.29,43.09,0.34,69.33
