GDP_per_Capita,Healthy_Life_Expectancy,Freedom,Generosity,Unemployment_Rate,Education_Index,Population,Life_Satisfaction,Public_Trust,Mental_Health_Index,Income_Inequality,Public_Health_Expenditure,Political_Stability
28744.69,71.24,0.19,0.28,3.1,0.7,314861964,8.72,0.2,49.42,28.11,8.34,0.47
25405.04,75.23,0.71,0.25,11.87,0.96,1353795935,7.04,0.53,49.27,46.72,7.01,0.56
34135.35,71.74,0.24,0.1,11.58,0.67,171701361,5.63,0.82,90.58,46.94,7.22,0.78
20459.13,76.8,0.31,0.13,12.54,0.55,926181158,5.11,0.16,44.1,36.4,6.68,0.49
38012.14,74.24,0.48,0.23,5.3,0.58,53702779,6.7,0.36,59.13,25.23,4.84,0.11
13623.74,71.27,0.81,0.48,6.88,0.99,993238902,8.19,0.91,46.63,20.13,3.29,0.24
13976.12,59.65,0.26,0.26,13.39,0.89,1031804869,5.68,0.11,92.4,21.69,2.8,0.25
51918.59,73.18,0.94,0.0,11.91,0.96,1019763420,6.03,0.05,54.33,53.12,7.41,0.69
10053.95,84.49,0.16,0.07,6.76,0.72,566236144,8.5,0.73,53.8,22.46,3.43,0.82
46054.28,77.51,0.4,-0.19,5.38,0.61,1431603321,6.4,0.4,95.81,42.92,9.81,0.66
51419.34,73.29,0.9,0.09,16.23,0.96,857015759,6.47,0.81,91.89,36.16,8.62,0.14
29822.58,83.15,0.7,-0.03,12.96,0.98,601293922,5.38,0.18,43.25,49.55,6.34,0.79
32702.75,67.79,0.21,0.18,13.5,0.62,229297891,8.46,0.35,88.24,33.28,9.6,0.79
8932.97,66.87,0.77,0.19,6.6,0.75,706580625,8.69,0.73,40.13,29.69,8.52,0.3
23592.07,52.84,0.8,0.04,4.69,0.57,278392280,8.39,0.96,54.15,27.65,6.86,0.26
19331.51,57.96,0.93,0.4,6.01,0.82,775752080,7.64,0.26,44.69,42.72,8.27,0.18
57143.24,61.81,0.14,-0.11,6.79,0.99,158072575,5.67,0.78,67.17,32.79,9.26,0.03
46126.03,76.36,0.09,0.24,19.5,0.82,94323633,6.09,0.96,65.19,32.8,4.98,0.28
47742.79,66.77,0.6,-0.0,9.19,0.55,1360015164,5.75,0.83,58.81,33.82,5.03,0.39
18962.16,54.36,0.81,0.15,9.46,0.54,1029863637,7.09,0.98,79.62,28.81,2.67,0.47
49210.51,53.76,0.22,0.4,12.16,0.64,1223888909,7.99,0.32,80.7,23.28,7.5,0.44
7772.39,77.0,0.73,0.02,3.21,0.56,805695877,7.46,0.25,49.01,56.58,5.18,0.03
20718.7,82.15,0.33,0.0,5.31,0.6,789676580,7.33,0.66,71.57,49.52,3.56,0.52
22871.93,76.02,0.92,0.11,19.35,0.69,997675383,5.85,0.1,53.79,30.01,2.58,0.44
3820.85,78.22,0.91,0.03,9.85,0.63,389500707,4.34,0.95,48.01,32.43,2.44,0.76
13670.8,61.4,0.89,0.11,13.38,0.9,578624211,4.83,0.6,51.6,30.26,2.53,0.12
37772.19,82.63,0.98,0.15,10.99,0.58,294915655,6.43,0.01,83.93,38.88,2.02,0.03
38148.83,50.12,0.75,0.06,6.56,0.83,410375300,6.98,0.39,66.9,54.52,5.46,0.93
24313.8,71.98,0.6,0.36,4.33,0.55,950485122,4.67,0.81,65.63,43.27,7.01,0.14
3299.37,69.17,0.08,0.08,4.88,0.51,204561340,6.58,0.42,66.41,37.37,5.73,0.91
10678.36,66.7,0.54,0.35,15.47,0.75,1401260601,7.16,0.29,54.97,36.9,6.79,0.61
1745.91,79.49,0.3,0.08,11.97,0.54,1020990670,7.01,0.91,87.19,24.44,9.8,0.66
11023.31,72.56,0.57,-0.07,19.88,0.82,1224433351,5.14,0.92,100.0,41.5,8.56,0.79
16162.17,63.81,0.86,0.05,16.02,0.92,495913206,5.89,0.96,66.68,33.68,8.38,0.63
35389.29,70.79,0.51,0.33,6.18,0.97,792628962,4.2,0.06,58.56,56.06,4.45,0.84
2264.95,53.07,0.57,0.36,13.89,0.53,432566506,5.68,0.54,88.11,36.11,4.62,0.53
41670.99,79.41,0.9,-0.03,13.54,0.89,532347269,6.52,0.38,84.45,35.27,6.33,0.28
50551.71,52.07,0.29,0.18,3.99,0.83,1483676405,7.8,0.61,48.67,59.69,6.18,0.19
49927.91,50.53,0.66,0.1,2.72,0.98,594663647,6.11,0.67,98.58,29.89,7.63,0.06
16484.92,69.54,0.35,-0.07,2.05,0.61,1483834261,6.88,0.13,45.98,31.67,9.73,0.08
47786.63,70.06,0.75,-0.11,13.57,0.89,243373818,6.02,0.41,61.59,32.08,2.23,0.05
21971.52,67.91,0.71,0.13,12.64,0.89,239655303,7.65,1.0,78.7,27.69,4.17,0.87
40845.92,57.8,0.44,0.32,12.87,0.61,200220572,4.68,0.76,84.04,27.57,7.84,0.63
19360.35,63.02,0.96,0.16,17.25,1.0,1236246888,8.03,0.53,81.24,51.78,4.49,0.36
30215.12,78.45,0.94,-0.12,11.93,0.69,61716028,4.63,0.75,68.24,45.64,6.63,0.49
56534.28,72.47,0.43,0.49,12.16,0.88,714289471,8.96,0.54,57.21,40.97,8.09,0.3
25744.0,84.75,0.7,0.39,14.65,0.94,663774403,6.58,0.75,56.67,24.8,4.15,0.06
34740.31,79.77,0.45,0.15,19.46,0.62,350439309,8.6,0.07,46.24,43.16,5.54,0.93
24612.93,61.47,0.38,0.11,6.53,0.56,498186133,6.91,0.33,68.71,24.29,6.39,1.0
32071.89,84.83,0.61,0.32,11.67,0.96,170742465,6.04,0.31,40.09,35.87,7.03,0.56
58966.48,74.94,0.13,-0.12,5.1,0.96,1343729398,7.28,0.53,53.02,54.81,8.44,0.77
39466.45,66.7,0.49,0.48,8.68,0.62,1487172569,8.92,0.93,82.22,55.54,9.48,0.43
42597.04,65.08,0.88,0.41,3.85,0.63,1055640976,8.34,0.08,79.72,48.12,2.52,0.93
46925.34,63.57,0.69,0.04,3.93,0.53,684546817,4.28,0.26,76.4,21.62,7.56,0.2
24281.69,71.71,0.26,0.21,10.51,0.98,751615262,5.62,0.66,93.86,42.22,5.34,0.08
31572.91,72.09,0.72,-0.15,14.72,0.88,514481378,6.67,0.57,94.18,24.7,9.77,0.43
40016.93,53.58,0.28,0.48,3.92,0.92,467539174,7.56,0.15,60.61,35.21,2.85,0.81
51683.73,74.3,0.68,0.19,13.15,0.5,918709575,8.11,0.5,72.68,23.55,3.79,0.45
52600.01,81.9,0.16,0.15,15.96,0.61,66737719,7.15,0.63,75.06,24.82,7.76,0.47
26335.71,71.91,0.0,0.16,15.85,0.78,1110458419,8.76,0.69,73.63,27.69,6.64,0.26
22262.31,80.51,0.49,0.01,11.65,0.99,1176678108,7.86,0.89,87.83,24.64,7.09,0.8
31082.57,83.8,0.95,0.03,15.13,0.77,470920328,4.82,0.76,70.89,52.18,2.97,0.3
32489.52,72.18,0.27,0.23,15.66,0.95,214263156,7.13,0.55,42.33,58.02,6.76,0.74
51401.79,82.3,0.61,0.19,7.11,0.94,1218624044,7.41,0.79,58.69,21.72,5.26,0.33
59111.33,65.87,0.22,0.38,12.06,0.98,543483762,7.84,0.73,57.25,47.85,8.04,0.89
28646.21,69.03,0.4,-0.18,11.71,0.53,1191791827,8.55,0.83,77.48,55.78,4.2,0.34
12576.72,81.6,0.21,-0.18,8.53,0.77,1312355386,6.14,0.65,59.41,44.77,4.77,0.88
11611.04,80.11,0.98,-0.1,6.0,0.68,320862896,7.68,0.55,64.54,44.5,4.42,0.3
25437.83,79.16,0.5,0.37,15.88,0.76,560528769,7.31,0.53,55.71,36.33,8.17,0.65
10595.07,75.82,0.78,0.4,11.94,0.54,1448515322,8.44,0.37,86.94,24.02,7.17,0.74
59562.8,54.96,0.66,-0.01,17.79,0.61,1087967162,7.82,0.18,53.3,51.64,2.72,0.91
11420.21,55.34,0.38,0.12,11.13,0.76,573714600,5.99,0.84,49.36,54.28,8.93,0.98
5421.7,76.69,0.92,-0.13,17.83,0.99,265401341,6.2,0.7,46.36,38.78,4.47,0.45
30378.35,75.97,0.7,-0.19,12.97,0.76,1499302665,7.47,0.46,65.81,40.5,3.15,0.15
8931.43,84.16,0.23,0.25,12.05,0.51,723202873,4.6,0.51,61.47,54.78,8.96,0.58
53785.39,70.94,0.81,0.32,4.37,0.66,1010433680,5.29,0.47,41.92,28.6,6.15,0.1
20107.13,78.24,0.21,-0.18,17.94,0.94,331881729,4.61,0.82,90.85,22.98,5.37,0.18
21034.33,82.28,0.23,0.44,13.47,0.75,1025534114,8.03,0.67,92.42,40.47,2.23,0.86
33557.87,77.91,0.87,0.46,11.74,0.56,1245551115,8.69,0.53,67.26,57.09,7.69,0.11
52405.1,80.17,0.1,0.01,10.87,0.87,968302805,8.12,0.28,82.95,48.85,7.13,0.23
8241.66,51.45,0.87,-0.0,11.72,0.8,160605032,4.31,0.85,51.36,24.42,6.5,0.9
33405.83,67.48,0.72,0.28,19.32,0.86,532304958,8.68,0.5,86.56,29.01,4.88,0.15
26930.06,68.58,0.41,0.43,17.63,0.58,1488480634,8.97,0.17,70.55,46.54,9.65,0.33
9893.48,63.2,0.23,0.36,9.83,0.8,787685960,7.68,0.1,80.57,21.45,2.59,0.6
15672.82,60.21,0.24,-0.04,14.58,0.74,237643995,8.5,0.17,86.74,51.9,3.79,0.01
18148.37,75.21,0.56,0.44,6.08,0.7,1184395493,4.93,0.41,63.87,55.82,7.93,0.33
4512.05,61.89,0.98,0.09,18.05,0.54,911943462,7.8,0.63,44.12,40.94,8.53,0.87
36561.06,82.56,0.93,-0.07,10.12,0.86,1179081078,7.45,0.5,53.55,49.51,4.4,0.51
55736.2,59.16,0.65,0.0,6.99,0.62,214812192,8.42,0.04,45.85,39.97,4.83,0.05
11693.62,55.48,0.04,-0.18,8.83,0.84,1219571020,8.52,0.55,81.05,29.85,3.54,0.41
53450.51,79.33,0.96,0.36,6.97,0.9,1008052358,7.86,0.62,67.13,48.56,5.68,0.21
40626.93,79.51,0.25,-0.12,6.19,0.95,1061318586,6.74,0.63,97.72,52.59,4.48,0.3
33196.48,58.24,0.87,-0.07,3.22,0.74,1064150354,5.46,0.09,63.29,35.86,7.74,0.99
39153.69,76.28,0.51,0.46,12.91,0.96,725205507,5.07,0.98,76.53,34.48,4.27,0.08
48737.09,57.32,0.64,0.36,5.86,0.88,426570141,6.41,0.64,97.73,35.75,7.92,0.91
31031.2,84.36,0.54,-0.08,13.21,0.56,541453346,4.53,0.37,88.07,31.77,7.91,0.09
33324.38,64.51,0.26,0.03,7.96,0.95,460769861,7.71,0.38,58.7,23.13,2.31,0.68
37067.03,53.61,0.01,-0.13,18.06,0.53,166120449,4.91,0.48,98.29,47.04,6.63,0.99
50522.88,52.14,0.35,0.31,15.65,0.55,391209697,7.07,0.17,85.78,40.29,9.86,0.66
46833.05,52.27,0.91,0.33,16.32,0.77,8093245,7.11,0.5,68.4,42.48,5.02,0.78
37171.27,75.19,0.88,-0.01,9.05,0.59,1353883238,5.07,0.77,50.46,38.59,7.05,0.72
35747.68,54.3,0.85,0.09,4.7,0.54,963805524,4.91,0.44,56.55,27.09,8.82,0.95
25732.8,74.63,0.81,-0.15,12.94,0.93,889143811,7.0,0.37,63.94,34.64,7.47,0.43
40844.09,75.39,0.94,0.2,16.42,0.73,949635157,6.99,0.54,50.85,49.45,8.49,0.32
38194.88,66.51,0.43,0.36,6.71,0.53,1250125323,8.03,0.3,48.54,36.58,3.43,0.5
47282.05,70.02,0.9,0.44,15.12,0.78,509806666,4.55,0.32,89.1,50.18,4.18,0.57
8920.07,70.84,0.15,-0.12,9.59,0.53,1329958177,5.88,0.49,53.0,54.97,4.27,0.93
8173.65,69.1,0.45,-0.18,5.87,0.83,542938484,5.3,0.51,78.29,55.35,2.2,0.85
55405.75,67.44,0.38,0.36,10.48,0.96,1440244288,5.66,0.06,68.86,46.07,8.38,0.88
38030.19,82.6,0.18,-0.0,3.79,0.81,1085268271,8.7,0.32,83.92,23.46,2.19,0.58
37158.47,80.82,0.03,0.0,5.98,0.85,485728918,4.06,0.53,86.36,53.3,6.44,0.53
46536.78,54.14,0.76,0.48,8.88,0.62,1103026584,6.72,0.12,54.25,50.98,2.94,0.52
49194.77,73.65,0.4,-0.06,14.75,0.52,1034743783,5.3,0.83,59.23,56.24,3.14,0.38
27531.69,55.54,0.9,-0.09,9.82,0.9,541911562,6.07,0.5,73.81,34.66,7.77,0.41
29698.14,59.7,0.17,0.23,4.4,0.71,954063380,7.07,0.72,41.16,27.48,6.22,0.62
59926.25,80.21,0.38,-0.06,11.46,0.59,246006182,5.28,0.98,75.57,29.4,8.31,0.1
11138.24,71.54,0.34,-0.13,3.12,0.74,1310263548,5.43,0.22,98.42,30.67,2.35,0.23
34881.95,66.68,0.52,-0.16,7.47,0.69,624258362,4.94,0.61,85.06,49.38,3.9,0.21
57237.47,76.43,0.45,0.3,7.38,0.84,310728360,7.46,0.15,53.63,40.72,7.06,0.34
53468.98,58.44,0.14,0.13,15.17,0.73,416045183,8.78,0.67,83.32,41.55,4.61,0.97
37334.79,77.82,0.2,0.12,13.15,0.84,123842471,7.94,0.28,40.04,29.85,6.54,0.64
7723.76,83.68,0.06,0.02,4.83,0.85,1395864652,7.0,0.8,97.83,44.03,7.04,0.94
47196.09,52.88,0.54,0.33,2.11,0.51,1000196610,8.44,0.64,73.59,35.54,3.41,0.74
52333.26,65.05,0.4,0.3,8.72,0.97,617340820,5.4,0.59,53.54,40.42,8.9,0.41
39241.91,54.64,0.81,0.3,19.36,0.83,212352148,4.17,0.34,50.23,30.78,6.83,0.13
43436.84,58.23,1.0,0.17,3.15,0.82,1177885379,7.48,0.69,66.05,50.61,5.69,0.51
42003.08,66.31,0.62,0.03,2.82,0.73,248391709,4.24,0.46,54.65,32.88,7.64,0.71
3962.57,84.64,0.21,-0.04,6.62,0.99,477950307,7.51,0.58,64.74,41.24,9.02,0.09
37612.99,53.04,0.34,-0.05,9.05,0.95,1457056932,7.34,0.71,57.86,36.02,6.82,0.41
28179.16,53.87,0.58,0.1,6.06,0.66,286940038,7.27,0.0,57.21,38.7,7.01,0.3
50365.93,84.03,0.77,0.32,13.21,0.68,59504491,6.91,0.72,80.43,47.27,7.48,0.16
41602.29,81.92,0.4,0.13,2.28,0.55,1319453503,5.61,0.55,75.69,54.68,7.58,0.84
14810.5,83.38,0.98,0.05,18.08,0.92,895776339,6.76,0.86,41.81,43.86,9.29,0.24
52738.22,73.88,0.93,0.32,18.97,0.93,563816938,5.84,0.26,51.86,56.45,3.99,0.74
5892.7,76.27,0.52,-0.13,18.6,0.8,1416540106,6.1,0.62,48.05,24.97,9.85,0.47
24519.84,61.97,0.65,0.04,7.23,0.8,1332218519,4.85,0.18,88.5,44.22,2.94,0.94
56077.93,72.82,0.21,0.2,11.0,0.57,458704438,4.11,0.43,59.06,22.07,9.48,0.83
50720.43,64.72,0.39,0.07,13.16,0.91,1423651520,5.03,0.97,50.99,36.76,4.14,0.71
10571.54,71.63,0.55,0.45,14.36,0.6,567712271,5.6,0.93,88.24,46.0,9.16,0.77
35824.95,59.5,0.23,0.44,9.12,0.51,824422722,6.56,0.83,78.32,37.36,9.63,0.48
15685.0,76.29,0.94,0.44,9.43,0.73,1284309451,4.24,0.39,78.26,38.01,3.85,0.98
38462.14,54.73,0.95,0.16,2.09,0.64,1274191074,5.47,0.64,62.39,47.02,6.94,0.49
35780.82,60.27,0.63,0.38,18.74,0.84,739376760,8.61,0.3,96.0,26.72,7.05,0.01
3157.62,67.89,0.05,-0.04,10.43,0.83,267237022,4.32,0.49,63.33,27.4,2.73,0.67
50205.45,53.08,0.4,-0.15,4.24,0.86,1075815992,5.1,0.93,44.06,31.21,7.81,0.61
15568.07,60.75,0.15,0.26,14.6,0.84,398148271,8.41,0.08,49.47,46.13,7.71,0.48
55465.49,56.5,0.63,0.1,18.85,0.58,10342544,6.13,0.89,93.95,49.44,3.0,0.24
40403.75,79.18,0.58,-0.08,18.51,0.81,1089238979,8.39,0.39,80.52,37.98,6.88,0.24
57565.85,61.01,0.45,0.0,12.12,0.67,1227907892,7.77,0.51,56.61,26.61,2.16,0.78
53050.53,53.42,0.83,0.24,13.08,0.9,1297490974,6.1,0.36,49.55,25.24,6.95,0.86
58654.08,61.46,0.4,0.18,18.52,0.54,1047110698,7.43,0.21,83.12,22.3,4.5,0.72
25539.08,68.71,0.58,0.35,6.79,0.66,695454471,6.27,0.75,50.39,42.89,6.85,0.63
19121.85,50.85,0.82,0.16,12.55,0.63,1195612053,5.22,0.25,79.52,46.77,9.87,0.99
20749.87,56.61,0.06,0.14,6.45,1.0,1423685103,7.4,0.04,85.41,48.66,3.24,0.85
34875.56,60.52,0.86,0.05,9.51,0.75,80895195,8.91,0.16,61.24,33.92,3.02,0.46
34713.27,62.55,0.44,-0.12,7.28,1.0,820896826,5.43,0.52,40.98,22.0,7.43,0.75
12482.54,66.85,0.4,0.05,17.53,0.93,672893106,6.0,0.78,41.32,48.46,5.28,0.73
48850.28,57.91,0.52,-0.19,8.92,0.9,1200572964,7.48,0.11,42.88,29.03,8.36,0.12
54792.52,74.69,0.84,0.43,8.74,0.92,1175889841,5.53,0.11,55.59,28.07,8.1,0.01
26150.57,77.12,0.51,-0.15,3.09,0.97,508723751,5.73,0.76,47.86,45.21,4.86,0.47
43249.52,55.01,0.24,0.49,17.84,1.0,688207797,6.76,0.29,88.21,38.98,2.87,0.2
45748.89,75.57,0.23,-0.17,9.92,0.67,1491670658,6.9,0.01,40.67,41.61,3.07,0.42
34596.53,59.42,0.33,0.37,7.89,0.64,171959880,8.66,0.21,95.79,46.42,4.37,0.12
12857.47,58.54,0.79,0.49,16.84,0.81,1399974159,7.13,0.45,59.12,39.49,6.04,0.38
1206.78,79.92,0.09,0.3,12.19,0.65,139746997,4.8,0.56,93.72,41.86,8.66,0.98
51115.91,84.59,0.95,0.29,19.57,1.0,602144199,8.07,0.75,96.15,39.82,4.39,0.12
28552.97,80.57,0.67,0.25,4.2,0.64,1415910201,7.76,0.51,64.98,38.84,6.65,0.69
25301.95,80.37,0.84,0.38,17.4,0.62,744852092,7.99,0.55,41.05,49.89,6.8,0.01
7847.15,59.08,0.97,0.13,18.72,0.87,662192640,7.94,0.28,44.18,41.9,3.66,0.09
50451.39,53.87,0.64,0.41,8.64,0.76,445255447,7.89,0.01,74.66,24.64,8.31,0.88
13689.22,75.42,0.21,0.47,11.22,0.79,549364538,8.13,0.39,44.46,36.28,6.82,0.23
25820.25,73.88,0.25,0.27,15.64,0.98,711904352,8.12,0.16,45.01,49.13,9.34,0.19
10508.66,60.35,0.08,-0.01,13.42,0.64,277374742,7.75,0.88,55.82,48.75,6.42,0.46
48982.48,73.03,0.63,0.41,18.54,0.59,1387174199,5.35,0.3,89.16,39.63,9.96,0.37
5953.15,51.41,0.11,-0.19,18.05,0.61,1409016451,7.92,0.57,95.39,47.3,6.61,0.07
26134.05,80.43,0.07,-0.12,5.66,0.83,581505935,7.66,0.01,58.61,42.57,5.06,0.23
47412.5,70.82,0.78,0.29,10.81,0.66,339046048,5.77,0.69,70.19,23.57,2.26,0.19
17102.38,81.96,0.96,0.06,7.91,0.64,947024091,5.04,0.76,82.89,35.45,9.08,0.37
34910.59,50.58,0.06,0.08,5.31,0.56,1377707445,6.27,0.63,56.51,52.74,3.61,0.08
2404.56,68.3,0.7,0.26,8.48,0.66,537716130,7.15,0.74,66.16,20.08,8.45,0.42
25797.13,67.3,0.5,-0.07,10.88,0.59,651057848,5.03,0.51,95.37,26.54,5.17,0.59
31931.22,72.49,0.74,-0.07,18.84,0.84,1132627010,7.3,0.01,75.82,47.67,4.75,0.45
45150.81,82.58,0.59,0.01,18.67,0.74,872011976,8.61,0.66,69.83,38.54,6.74,0.72
18573.15,77.47,0.98,0.2,17.29,0.83,1252462836,7.73,0.91,92.18,48.01,6.99,0.26
26354.98,53.72,0.91,0.31,6.79,0.82,246634225,5.43,0.29,62.06,21.28,4.68,0.08
14129.26,69.53,0.82,0.02,2.81,0.63,784089402,6.53,0.57,52.09,42.11,6.21,0.54
18569.44,50.1,0.37,-0.18,15.62,0.66,601600379,8.35,0.68,96.72,41.22,6.71,0.6
28106.89,62.64,0.21,0.2,4.68,0.8,526561018,4.53,0.97,52.59,33.15,4.6,0.48
5582.29,50.68,0.42,0.0,18.39,0.69,434979143,7.77,0.07,88.92,24.45,6.18,0.06
45919.63,64.28,0.54,-0.14,2.19,0.94,1416035612,6.12,0.07,77.67,57.1,7.69,0.12
2816.41,69.02,0.46,0.38,17.55,0.98,109621673,8.35,0.73,88.81,31.81,5.56,0.26
37533.27,52.74,0.59,-0.17,19.63,0.65,1039703659,5.99,0.28,69.37,46.3,4.19,0.57
43249.42,54.54,0.77,0.32,17.19,0.83,580404266,5.23,0.84,97.5,49.55,4.53,0.37
21114.07,63.49,0.78,0.03,6.85,0.79,67425574,8.52,0.19,87.94,43.23,6.34,0.04
28407.77,69.07,0.05,-0.08,9.65,0.7,1427272117,4.67,0.29,70.52,43.13,4.78,0.88
34037.88,57.66,0.88,-0.17,11.47,0.83,344362460,4.57,0.71,66.9,30.8,7.8,0.14
51619.49,61.36,0.46,0.2,15.69,0.73,1346023831,8.26,0.52,95.53,55.9,4.69,0.1
46109.26,83.83,0.43,0.2,18.75,0.68,482490160,6.29,0.29,81.5,28.6,9.5,0.75
28685.45,79.06,0.87,0.09,4.03,0.96,1166075638,5.15,0.75,85.51,53.66,9.33,0.42
42200.49,77.46,0.4,0.27,5.9,0.75,752626407,8.33,0.63,60.82,52.13,9.2,0.62
46040.05,68.28,0.43,0.42,9.38,0.9,287336355,4.58,0.43,78.35,33.52,7.81,0.5
54995.4,83.67,0.22,-0.1,16.34,0.76,366898477,6.05,0.32,65.73,31.93,2.65,0.69
7184.54,53.89,0.02,0.41,7.92,0.72,474024728,7.04,0.32,87.29,59.76,6.3,0.73
49522.92,57.83,0.9,0.37,10.57,0.7,456203841,4.06,0.98,64.82,44.74,8.17,0.02
21796.05,80.84,0.02,0.34,14.02,0.65,1488088853,6.78,0.98,54.05,52.33,8.34,0.91
46792.22,78.85,0.39,0.12,12.43,0.63,749562795,7.14,0.43,83.44,35.9,8.1,0.73
43432.6,79.65,0.94,-0.16,6.67,0.52,875663624,5.05,0.06,98.36,23.09,3.03,0.07
19769.82,84.63,0.63,0.04,4.29,0.51,920311666,5.24,0.26,62.84,32.18,3.09,0.17
37782.48,68.5,0.95,0.03,16.62,0.54,1002369601,4.88,0.93,88.6,58.07,2.4,0.21
39371.57,70.04,0.51,-0.03,15.02,0.98,148234359,5.13,0.78,57.71,44.29,6.02,0.96
32704.11,55.57,0.76,0.03,15.95,0.67,828046592,6.07,0.83,74.45,21.14,6.66,0.81
29039.55,58.74,0.1,0.35,17.75,0.84,806496125,4.33,0.27,41.23,49.59,7.13,0.56
2138.96,65.33,0.91,-0.13,5.14,0.75,1485611082,5.25,0.17,40.75,20.22,6.58,0.79
8681.17,61.0,0.22,-0.12,15.2,0.71,2305139,7.24,0.53,65.04,29.35,4.33,0.61
35308.99,62.67,0.98,0.23,18.57,0.8,915415297,5.61,0.51,91.45,47.1,3.7,0.42
27726.89,69.19,0.67,0.17,17.42,0.8,936136534,7.46,0.4,90.27,31.62,6.38,0.48
28895.46,76.32,0.53,0.5,3.81,0.92,666449341,6.13,0.87,88.84,40.92,3.48,0.85
5288.35,66.56,0.23,0.13,9.34,0.74,835618497,6.82,0.62,49.26,55.27,7.66,0.46
37596.45,75.11,0.35,0.25,12.25,0.66,751932943,4.84,0.72,74.18,29.8,8.13,0.68
50233.95,75.88,0.17,0.07,6.26,0.82,1367151777,6.41,0.36,90.55,23.31,4.17,0.67
19566.65,66.46,0.27,0.47,17.08,0.83,404793548,7.11,0.05,55.88,41.65,5.77,0.07
31083.66,58.14,0.22,0.07,15.24,0.73,31528839,7.31,0.56,91.55,51.13,5.67,0.71
37372.28,72.11,0.77,-0.09,2.21,0.53,612627063,6.02,0.56,81.87,22.56,4.88,0.85
2134.67,54.68,0.84,-0.08,8.22,0.68,437268137,7.99,0.86,59.01,56.09,6.32,0.19
28159.29,62.1,0.38,-0.18,8.43,0.52,156942269,5.79,0.42,63.73,44.77,8.86,0.78
7584.59,52.23,0.79,0.17,19.26,0.76,1419715774,8.93,0.51,46.08,40.52,4.9,0.08
37898.46,50.68,0.37,0.05,12.0,0.69,1203564843,5.92,0.8,54.31,58.49,5.49,0.12
31248.6,76.44,0.99,-0.07,12.62,0.71,1486263803,7.19,0.79,44.11,26.66,4.53,0.64
57227.95,54.25,0.65,0.4,14.09,0.86,1030168829,6.58,0.72,44.03,25.18,4.43,0.77
52015.99,59.75,0.82,0.39,10.64,0.78,1408942663,4.19,0.34,78.28,21.99,6.42,0.44
37914.36,51.4,0.0,-0.04,14.51,0.84,206077511,7.42,0.42,84.04,43.1,4.34,0.18
40762.72,56.69,0.56,0.23,14.17,0.88,1018242877,6.32,0.05,79.55,22.22,8.89,0.84
52712.65,81.63,0.34,0.43,17.73,0.97,834450654,5.69,0.67,41.65,58.25,8.47,0.21
33908.12,60.32,0.85,0.04,3.22,0.91,1167322565,7.33,0.62,47.94,35.39,8.89,0.2
28076.07,64.26,0.57,-0.16,4.86,0.62,1143839046,5.07,0.94,79.23,43.7,7.47,0.32
13621.45,72.4,0.61,0.05,2.24,0.8,291914720,8.82,0.92,79.21,36.25,6.24,0.21
39916.21,82.22,0.76,-0.19,9.5,0.91,111521798,8.47,0.85,48.62,21.5,2.04,0.0
20582.47,62.45,0.79,0.06,18.32,0.62,354653283,8.16,0.69,50.11,22.75,7.92,0.61
18138.41,73.54,0.83,0.37,18.74,0.95,302649558,6.93,0.55,89.59,22.14,2.87,0.78
47075.06,81.31,0.21,-0.16,14.14,0.6,1420029987,4.43,0.84,57.77,57.88,4.33,0.7
26470.48,71.28,0.55,0.32,17.02,0.64,1063759186,8.5,0.37,90.85,55.18,6.1,0.2
40100.62,54.52,0.34,0.48,11.21,0.92,1433978779,7.88,0.96,43.44,56.64,8.92,0.17
19290.96,50.78,0.71,0.06,5.9,0.57,1023206984,7.21,0.25,67.48,42.32,3.17,1.0
27727.87,53.02,0.49,-0.07,2.57,0.62,460061417,7.52,0.75,97.32,34.25,2.87,0.07
40686.28,66.4,0.57,0.2,9.5,0.88,618986433,4.73,0.33,86.67,47.95,4.55,0.22
16128.68,61.41,0.31,0.19,10.6,0.6,283269271,6.31,0.27,81.17,58.17,3.67,0.22
29397.31,66.73,0.35,0.5,15.81,0.94,507412558,8.77,0.28,44.26,27.78,2.73,0.19
33893.58,60.35,0.01,-0.07,14.08,0.96,221830506,7.07,0.05,67.22,31.77,3.79,0.44
7620.48,77.79,0.51,0.01,4.37,0.95,1395823778,5.95,0.63,41.73,51.76,4.6,0.94
17941.98,62.94,0.73,0.37,4.49,0.89,1303897329,8.56,0.19,83.95,20.77,6.02,0.81
19276.58,63.63,0.15,0.36,10.1,0.66,931816041,7.71,0.01,80.16,24.36,2.65,0.83
27518.09,78.82,0.28,0.37,17.04,0.79,1265230770,6.44,0.18,70.89,58.84,2.26,0.95
47984.4,74.2,0.05,0.39,8.17,0.62,330515855,5.4,0.35,64.4,39.79,2.27,0.46
2475.24,76.1,0.46,0.01,18.68,0.87,718313211,8.79,0.82,78.45,51.32,3.18,0.36
33475.39,68.07,0.27,0.05,4.14,0.78,1414691303,7.72,0.15,79.96,28.44,7.75,0.52
13132.14,58.08,0.78,-0.05,6.04,0.93,6703923,7.49,0.56,80.83,58.78,7.42,0.85
1913.47,50.07,0.14,0.22,19.7,0.65,1416567502,5.97,0.08,49.42,42.29,7.42,0.81
9876.46,70.83,0.73,0.04,8.4,0.85,828506961,7.83,0.41,99.63,59.8,3.14,0.7
